TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
156,201,K02,203,1,1/10/2025 7:46,1,1,TNG,9.2,1063888879,9.20,13.82,,,,,
156,201,M04,,1,1/10/2025 7:46,1,,ENTRY,,E2806F1220009802412DA226,,,3,JXE1616,,,
238,201,K01,202,1,1/10/2025 7:46,1,1,TNG,4.5,4084218639,4.50,18.23,,,,,
180,201,M01,,1,1/10/2025 7:46,1,,ENTRY,,4165923503,,,,,,,
157,201,K02,202,1,1/10/2025 7:46,1,1,ABTC,4.5,3316421317,4.50,75.50,,,,,
108,201,M02,,1,1/10/2025 7:46,1,,ENTRY,,1791900079,,,,,,,
157,201,M04,,1,1/10/2025 7:46,1,,ENTRY,,E2806F1220001C0242452B9E,,,3,VQ7032,,,
180,201,K03,202,1,1/10/2025 7:46,1,1,RFID,4.5,E280110520007312F9C00ACE,4.50,75.50,3,JPL9772,,,
158,201,K02,,1,1/10/2025 7:46,,,,0,3316421317,0.00,0.00, , ,18,,
181,201,M01,,1,1/10/2025 7:46,1,,ENTRY,,4107074063,,,,,,,
159,201,K02,202,1,1/10/2025 7:47,1,1,ABTC,4.5,1263012943,4.50,5.60,,,,,
109,201,M02,,1,1/10/2025 7:47,1,,ENTRY,,4244568527,,,,,,,
158,201,M04,,1,1/10/2025 7:47,1,,ENTRY,,E2806F122000EC0241209E06,,,3,JSU2070,,,
191,201,M03,,1,1/10/2025 7:47,1,,ENTRY,,1052253711,,,,,,,
160,201,K02,,1,1/10/2025 7:47,,,,0,          ,0.00,0.00, , ,4,"Violation, AVC: 1",
192,201,M03,,1,1/10/2025 7:47,1,,ENTRY,,4269638415,,,,,,,
159,201,M04,,1,1/10/2025 7:47,1,,ENTRY,,E280110520007B83D58709ED,,,3,JMV7979,,,
110,201,M02,,1,1/10/2025 7:47,1,,ENTRY,,2240003855,,,,,,,
161,201,K02,,1,1/10/2025 7:47,,,,0,          ,0.00,0.00, , ,19,Standby Start,
161,201,K02,202,1,1/10/2025 7:47,1,1,ABTC,4.5,1838385423,4.50,75.50,,,,,
193,201,M03,,1,1/10/2025 7:47,1,,ENTRY,,1060805167,,,,,,,
160,201,M04,,1,1/10/2025 7:47,1,,ENTRY,,E2806F1220003502413139C9,,,3,JXG9228,,,
239,201,K01,204,1,1/10/2025 7:47,1,1,TNG,13.5,1277431471,13.50,225.35,,,,,
111,201,M02,,1,1/10/2025 7:47,1,,ENTRY,,1761522319,,,,,,,
162,201,K02,,1,1/10/2025 7:47,,,,0,          ,0.00,0.00, , ,20,Standby End,
161,201,M04,,1,1/10/2025 7:47,1,,ENTRY,,E2806F122000CF02424EF78D,,,3,JXT8237,,,
194,201,M03,,1,1/10/2025 7:47,1,,ENTRY,,1016571439,,,,,,,
195,201,M03,,1,1/10/2025 7:47,1,,ENTRY,,4289703759,,,,,,,
181,201,K03,203,1,1/10/2025 7:47,1,1,RFID,9.2,E28011052000754BE87F0ACC,9.20,692.85,3,JWF7410,,,
182,201,M01,,1,1/10/2025 7:47,,,,0,1791798127,0.00,0.00, , ,8,,
112,201,M02,,1,1/10/2025 7:47,1,,ENTRY,,1778861007,,,,,,,
183,201,M01,,1,1/10/2025 7:47,1,,ENTRY,,1791798127,,,,,,,
162,201,K02,203,1,1/10/2025 7:47,1,1,ABTC,9.2,1319944335,9.20,17.27,,,,,
113,201,M02,,1,1/10/2025 7:47,1,,ENTRY,,2169174159,,,,,,,
240,201,K01,202,1,1/10/2025 7:47,1,1,TNG,4.5,1057360015,4.50,24.16,,,,,
162,201,M04,,1,1/10/2025 7:48,1,,ENTRY,,E2806F122000C302424528BE,,,3,JSG9015,,,
114,201,M02,,1,1/10/2025 7:48,1,,ENTRY,,4039726383,,,,,,,
196,201,M03,,1,1/10/2025 7:48,1,,ENTRY,,1884070351,,,,,,,
163,201,M04,,1,1/10/2025 7:48,1,,ENTRY,,E2806F1220008D024150B113,,,3,VNG1910,,,
197,201,M03,,1,1/10/2025 7:48,1,,ENTRY,,1774982671,,,,,,,
115,201,M02,,1,1/10/2025 7:48,1,,ENTRY,,1847075855,,,,,,,
182,201,K03,202,1,1/10/2025 7:48,1,1,RFID,4.5,E280110520007099C7070A55,4.50,1351.54,3,JTV4500,,,
184,201,M01,,1,1/10/2025 7:48,1,,ENTRY,,1059001007,,,,,,,
184,201,M01,,1,1/10/2025 7:48,,,,0,1059001007,0.00,0.00, , ,54,TngAutorefillDisable,
163,201,K02,202,1,1/10/2025 7:48,1,1,ABTC,4.5,1087052527,4.50,166.42,,,,,
241,201,K01,,1,1/10/2025 7:48,,,,0,1287745359,0.00,0.00, , ,49,,
116,201,M02,,1,1/10/2025 7:48,1,,ENTRY,,1810605615,,,,,,,
198,201,M03,,1,1/10/2025 7:48,1,,ENTRY,,4178017359,,,,,,,
185,201,M01,,1,1/10/2025 7:48,1,,ENTRY,,1764661743,,,,,,,
242,201,K01,203,1,1/10/2025 7:48,1,1,TNG,9.2,1287745359,9.20,6.88,,,,,
199,201,M03,,1,1/10/2025 7:48,1,,ENTRY,,4278921263,,,,,,,
183,201,K03,202,1,1/10/2025 7:48,1,1,RFID,4.5,E2806F12200077024133A86A,4.50,75.50,3,PPB2808,,,
164,201,M04,,1,1/10/2025 7:49,1,,ENTRY,,E280110520007119E9AD0ACC,,,3,JVC6803,,,
243,201,K01,202,1,1/10/2025 7:49,3,3,TNG,9,4276789935,9.00,333.75,,,,,
184,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,E280110520007309E8D00ACC,4.50,75.50,3,JVU877,,,
186,201,M01,,1,1/10/2025 7:49,1,,ENTRY,,2254746063,,,,,,,
185,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,E28011052000754CC63F0A55,4.50,75.50,3,STA5497A,,,
244,201,K01,202,1,1/10/2025 7:49,1,1,TNG,4.5,1271501999,4.50,0.10,,,,,
117,201,M02,,1,1/10/2025 7:49,,,,0,4203721295,0.00,0.00, , ,8,,
118,201,M02,,1,1/10/2025 7:49,1,,ENTRY,,4203721295,,,,,,,
245,201,K01,202,1,1/10/2025 7:49,1,1,TNG,4.5,1661144431,4.50,117.21,,,,,
200,201,M03,,1,1/10/2025 7:49,1,,ENTRY,,1605753839,,,,,,,
165,201,M04,,1,1/10/2025 7:49,1,,ENTRY,,E2806F1220001802425CC694,,,3,APE242,,,
246,201,K01,202,1,1/10/2025 7:49,1,1,ABTC,4.5,1894116879,4.50,489.10,,,,,
186,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,E2806F1220003C024245A87F,4.50,75.50,3,JVS3907,,,
247,201,K01,202,1,1/10/2025 7:50,1,1,ABTC,4.5,1768984559,4.50,75.50,,,,,
187,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E28011052000718A73B40ADF,4.50,48.76,3,JWS7712,,,
248,201,K01,202,1,1/10/2025 7:50,1,1,TNG,4.5,3051345487,4.50,26.86,,,,,
201,201,M03,,1,1/10/2025 7:50,1,,ENTRY,,1881248239,,,,,,,
164,201,K02,203,1,1/10/2025 7:50,1,1,TNG,9.2,1155902863,9.20,44.70,,,,,
188,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E2806F122000110242496CDE,4.50,75.50,3,JXW8805,,,
187,201,M01,,1,1/10/2025 7:50,1,,ENTRY,,1035960623,,,,,,,
189,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E2806F1220008B0241308E83,4.50,99.44,3,JVW9466,,,
202,201,M03,,1,1/10/2025 7:50,1,,ENTRY,,1349586415,,,,,,,
249,201,K01,,1,1/10/2025 7:50,,,,0,1066352367,0.00,0.00, , ,49,,
190,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E280110520007183E8000ACC,4.50,3.97,3,VKU2882,,,
191,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E280110520007192E8690ACC,4.50,75.50,3,JUJ3829,,,
166,201,M04,,1,1/10/2025 7:50,1,,ENTRY,,E2806F1220003B024120EEA2,,,3,JTX7252,,,
188,201,M01,,1,1/10/2025 7:50,1,,ENTRY,,1126446415,,,,,,,
192,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,E280110520007315E90B0ACC,4.50,198.36,3,JQH6361,,,
165,201,K02,203,1,1/10/2025 7:50,1,1,ABTC,9.2,1015728335,9.20,95.94,,,,,
167,201,M04,,1,1/10/2025 7:50,1,,ENTRY,,E2806F1220000F023EB12E87,,,3,JTV4400,,,
250,201,K01,202,1,1/10/2025 7:50,2,2,TNG,6.8,1066352367,6.80,8.47,,,,,
168,201,M04,,1,1/10/2025 7:50,1,,ENTRY,,E2801105200076CBE8220ACC,,,3,RAJ266,,,
189,201,M01,,1,1/10/2025 7:50,1,,ENTRY,,1793387055,,,,,,,
166,201,K02,202,1,1/10/2025 7:50,1,1,TNG,4.5,1789259439,4.50,8.72,,,,,
203,201,M03,,1,1/10/2025 7:51,1,,ENTRY,,1021277551,,,,,,,
169,201,M04,,1,1/10/2025 7:51,1,,ENTRY,,E2806F1220005002424FA0D1,,,3,JVH5044,,,
251,201,K01,202,1,1/10/2025 7:51,2,2,TNG,6.8,1629896495,6.80,46.02,,,,,
190,201,M01,,1,1/10/2025 7:51,1,,ENTRY,,1701257679,,,,,,,
170,201,M04,,1,1/10/2025 7:51,1,,ENTRY,,E2806F1220003802413AAEDC,,,3,JMC2300,,,
167,201,K02,,1,1/10/2025 7:51,,,,0,4156180687,0.00,0.00, , ,18,,
168,201,K02,202,1,1/10/2025 7:51,1,1,TNG,4.5,4156180687,4.50,51.35,,,,,
193,201,K03,202,1,1/10/2025 7:51,1,1,RFID,4.5,E2806F1220001F02412D8B7B,4.50,213.95,3,JPD8676,,,
119,201,M02,,1,1/10/2025 7:51,1,,ENTRY,,1298782383,,,,,,,
119,201,M02,,1,1/10/2025 7:51,,,,0,1298782383,0.00,0.00, , ,54,TngAutorefillDisable,
252,201,K01,202,1,1/10/2025 7:51,1,1,TNG,4.5,1021275279,4.50,142.08,,,,,
171,201,M04,,1,1/10/2025 7:51,1,,ENTRY,,E280110520007449C55B0A55,,,3,BES8567,,,
169,201,K02,202,1,1/10/2025 7:51,1,1,TNG,4.5,3357860437,4.50,62.98,,,,,
191,201,M01,,1,1/10/2025 7:51,1,,ENTRY,,1105418735,,,,,,,
172,201,M04,,1,1/10/2025 7:51,1,,ENTRY,,E2801105200076DEE17B0A55,,,3,JUY1165,,,
204,201,M03,,1,1/10/2025 7:51,1,,ENTRY,,1122654191,,,,,,,
253,201,K01,203,1,1/10/2025 7:51,1,1,TNG,9.2,2233068751,9.20,44.18,,,,,
192,201,M01,,1,1/10/2025 7:51,,,,0,3331066533,0.00,0.00, , ,8,,
194,201,K03,203,1,1/10/2025 7:51,1,1,RFID,9.2,E2806F122000CB024223E68B,9.20,168.55,3,JVG8019,,,
120,201,M02,,1,1/10/2025 7:51,1,,ENTRY,,1849913999,,,,,,,
205,201,M03,,1,1/10/2025 7:51,1,,ENTRY,,1143583823,,,,,,,
173,201,M04,,1,1/10/2025 7:51,1,,ENTRY,,E2806F1220007A0241211543,,,3,JQF9891,,,
170,201,K02,203,1,1/10/2025 7:51,1,1,TNG,9.2,1800405647,9.20,15.59,,,,,
193,201,M01,,1,1/10/2025 7:51,1,,ENTRY,,3331066533,,,,,,,
254,201,K01,202,1,1/10/2025 7:51,1,1,TNG,4.5,3218938223,4.50,65.73,,,,,
121,201,M02,,1,1/10/2025 7:51,1,,ENTRY,,4196398095,,,,,,,
206,201,M03,,1,1/10/2025 7:51,1,,ENTRY,,4033602703,,,,,,,
194,201,M01,,1,1/10/2025 7:51,1,,ENTRY,,1675848207,,,,,,,
255,201,K01,202,1,1/10/2025 7:51,2,2,TNG,6.8,1097898383,6.80,90.36,,,,,
171,201,K02,202,1,1/10/2025 7:52,1,1,TNG,4.5,1295274127,4.50,31.74,,,,,
256,201,K01,,1,1/10/2025 7:52,,,,0,619843119,0.00,0.00, , ,49,,
195,201,M01,,1,1/10/2025 7:52,1,,ENTRY,,1163866063,,,,,,,
122,201,M02,,1,1/10/2025 7:52,1,,ENTRY,,4229192623,,,,,,,
195,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,E2806F122000520242446A8B,4.50,176.96,3,JYE9345,,,
172,201,K02,202,1,1/10/2025 7:52,1,1,TNG,4.5,1768968911,4.50,23.49,,,,,
257,201,K01,202,1,1/10/2025 7:52,1,1,TNG,4.5,619843119,4.50,45.83,,,,,
173,201,K02,202,1,1/10/2025 7:52,1,1,ABTC,4.5,1149411023,4.50,16.44,,,,,
123,201,M02,,1,1/10/2025 7:52,,,,0,1080768207,0.00,0.00, , ,8,,
124,201,M02,,1,1/10/2025 7:52,1,,ENTRY,,1080768207,,,,,,,
207,201,M03,,1,1/10/2025 7:52,1,,ENTRY,,1100335695,,,,,,,
174,201,K02,202,1,1/10/2025 7:52,1,1,TNG,4.5,1105259407,4.50,29.32,,,,,
258,201,K01,202,1,1/10/2025 7:52,1,1,ABTC,4.5,1771486351,4.50,67.74,,,,,
196,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,E2806F1220003F024150B5EB,4.50,75.50,3,JUD9268,,,
259,201,K01,203,1,1/10/2025 7:52,1,1,ABTC,9.2,3312290543,9.20,190.31,,,,,
197,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,E2806F122000EC0241514D86,4.50,75.50,3,JQM5707,,,
175,201,K02,,1,1/10/2025 7:52,,,,0,4098951727,0.00,0.00, , ,8,,
176,201,K02,202,1,1/10/2025 7:52,1,1,TNG,4.5,4098951727,4.50,55.15,,,,,
260,201,K01,202,1,1/10/2025 7:52,3,3,TNG,9,1214475055,9.00,476.34,,,,,
198,201,K03,203,1,1/10/2025 7:53,1,1,RFID,9.2,E2806F1220009F023E85DCCA,9.20,70.80,3,JSH7070,,,
177,201,K02,202,1,1/10/2025 7:53,1,1,ABTC,4.5,2216203951,4.50,309.90,,,,,
199,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,E28011052000789BCD990A55,4.50,162.06,3,AJA7013,,,
261,201,K01,202,1,1/10/2025 7:53,3,3,ABTC,9,1771644495,9.00,224.34,,,,,
208,201,M03,,1,1/10/2025 7:53,1,,ENTRY,,1158867951,,,,,,,
200,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,E280110520007785CAFB0A55,4.50,75.50,3,JRG6220,,,
178,201,K02,202,1,1/10/2025 7:53,1,1,TNG,4.5,3313518917,4.50,2.78,,,,,
179,201,K02,203,1,1/10/2025 7:53,1,1,ABTC,9.2,1278634223,9.20,3919.73,,,,,
262,201,K01,202,1,1/10/2025 7:53,1,1,ABTC,4.5,1329485455,4.50,96.07,,,,,
201,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,E28011052000705AE8940ACC,4.50,162.41,3,JWJ8830,,,
202,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,E28011052000769319D10A56,4.50,116.19,3,JHG8686,,,
180,201,K02,202,1,1/10/2025 7:53,1,1,TNG,4.5,2240661039,4.50,9.97,,,,,
203,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,E2806F122000B402424FC6A9,4.50,75.50,3,JSQ3083,,,
263,201,K01,202,1,1/10/2025 7:53,3,3,TNG,9,1246394959,9.00,50.31,,,,,
196,201,M01,,1,1/10/2025 7:53,1,,ENTRY,,1015977103,,,,,,,
209,201,M03,,1,1/10/2025 7:53,1,,ENTRY,,1854886863,,,,,,,
204,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,E2806F122000C302412D15ED,4.50,613.97,3,EV889,,,
181,201,K02,,1,1/10/2025 7:54,,,,0,1173226415,0.00,0.00, , ,18,,
205,201,K03,203,1,1/10/2025 7:54,1,1,RFID,9.2,E28011052000768ECAEA0A55,9.20,70.80,3,JRC2021,,,
197,201,M01,,1,1/10/2025 7:54,1,,ENTRY,,1272836239,,,,,,,
182,201,K02,,1,1/10/2025 7:54,,,,0,1173226415,0.00,0.00, , ,18,,
264,201,K01,202,1,1/10/2025 7:54,2,2,TNG,6.8,1018058895,6.80,85.70,,,,,
183,201,K02,202,1,1/10/2025 7:54,1,1,ABTC,4.5,1173226415,4.50,75.50,,,,,
210,201,M03,,1,1/10/2025 7:54,1,,ENTRY,,1878079407,,,,,,,
206,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,E28011052000744DE3010A55,4.50,75.50,3,JXG7875,,,
184,201,K02,202,1,1/10/2025 7:54,1,1,ABTC,4.5,1038305903,4.50,75.50,,,,,
265,201,K01,202,1,1/10/2025 7:54,1,1,TNG,4.5,1081526415,4.50,3.99,,,,,
207,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,E2806F1220007E02413ABFB1,4.50,211.38,3,FG2282,,,
211,201,M03,,1,1/10/2025 7:54,1,,ENTRY,,4170972271,,,,,,,
185,201,K02,204,1,1/10/2025 7:54,1,1,TNG,13.5,1652339503,13.50,31.79,,,,,
266,201,K01,203,1,1/10/2025 7:54,1,1,TNG,9.2,1285333935,9.20,64.42,,,,,
198,201,M01,,1,1/10/2025 7:55,1,,ENTRY,,2006029551,,,,,,,
186,201,K02,203,1,1/10/2025 7:55,1,1,ABTC,9.2,1132703119,9.20,105.49,,,,,
174,201,M04,,1,1/10/2025 7:55,1,,ENTRY,,E280110520007756FA100ACE,,,3,JWQ7766,,,
212,201,M03,,1,1/10/2025 7:55,1,,ENTRY,,1888694735,,,,,,,
175,201,M04,,1,1/10/2025 7:55,1,,ENTRY,,E28011052000738EC8BE0A55,,,3,JSP8295,,,
187,201,K02,,1,1/10/2025 7:55,,,,0,1171452207,0.00,0.00, , ,18,,
213,201,M03,,1,1/10/2025 7:55,1,,ENTRY,,3148846255,,,,,,,
176,201,M04,,1,1/10/2025 7:55,1,,ENTRY,,E28011052000709EE77C0ACC,,,3,BQE2808,,,
125,201,M02,,1,1/10/2025 7:55,1,,ENTRY,,4284010543,,,,,,,
188,201,K02,202,1,1/10/2025 7:55,1,1,TNG,4.5,1171452207,4.50,16.07,,,,,
199,201,M01,,1,1/10/2025 7:55,1,,ENTRY,,4088288079,,,,,,,
126,201,M02,,1,1/10/2025 7:55,1,,ENTRY,,1059063791,,,,,,,
267,201,K01,202,1,1/10/2025 7:55,1,1,TNG,4.5,4173864559,4.50,13.65,,,,,
126,201,M02,,1,1/10/2025 7:55,,,,0,1059063791,0.00,0.00, , ,54,TngAutorefillDisable,
189,201,K02,203,1,1/10/2025 7:55,1,1,TNG,9.2,1875468751,9.20,59.45,,,,,
177,201,M04,,1,1/10/2025 7:55,1,,ENTRY,,E28011052000794C19D70A56,,,3,JVT6590,,,
214,201,M03,,1,1/10/2025 7:55,1,,ENTRY,,1306148047,,,,,,,
208,201,K03,203,1,1/10/2025 7:55,1,1,RFID,9.2,E2801105200078D28CF30A1C,9.20,24.80,3,JSQ7434,,,
268,201,K01,,1,1/10/2025 7:55,,,,0,3409770005,0.00,0.00, , ,49,,
190,201,K02,202,1,1/10/2025 7:55,1,1,TNG,4.5,1068267951,4.50,22.04,,,,,
178,201,M04,,1,1/10/2025 7:56,1,,ENTRY,,E2801105200072810BCC0A5A,,,3,PQL7545,,,
200,201,M01,,1,1/10/2025 7:56,1,,ENTRY,,1874700719,,,,,,,
191,201,K02,203,1,1/10/2025 7:56,1,1,TNG,9.2,2222304687,9.20,35.77,,,,,
269,201,K01,203,1,1/10/2025 7:56,1,1,TNG,9.2,3409770005,9.20,27.20,,,,,
192,201,K02,,1,1/10/2025 7:56,,,,0,1881359087,0.00,0.00, , ,18,,
270,201,K01,202,1,1/10/2025 7:56,3,3,TNG,9,1044863407,9.00,1133.40,,,,,
193,201,K02,0,1,1/10/2025 7:56,1,1,TNG,13.5,1881359087,13.50,19.31,,,,,
127,201,M02,,1,1/10/2025 7:56,1,,ENTRY,,3032694671,,,,,,,
128,201,M02,,1,1/10/2025 7:56,1,,ENTRY,,1025405871,,,,,,,
215,201,M03,,1,1/10/2025 7:56,1,,ENTRY,,4239530255,,,,,,,
194,201,K02,202,1,1/10/2025 7:56,1,1,TNG,4.5,2000619183,4.50,64.30,,,,,
209,201,K03,202,1,1/10/2025 7:56,1,1,RFID,4.5,E2C06A122000FC022CBF7580,4.50,95.58,3,SLZ2736T,,,
216,201,M03,,1,1/10/2025 7:56,,,,0,1806746127,0.00,0.00, , ,8,,
129,201,M02,,1,1/10/2025 7:56,1,,ENTRY,,2167428239,,,,,,,
217,201,M03,,1,1/10/2025 7:56,1,,ENTRY,,1806746127,,,,,,,
201,201,M01,,1,1/10/2025 7:57,1,,ENTRY,,1172589103,,,,,,,
195,201,K02,,1,1/10/2025 7:57,,,,0,3066846607,0.00,0.00, , ,49,,
271,201,K01,202,1,1/10/2025 7:57,1,1,TNG,4.5,2252541647,4.50,19.96,,,,,
218,201,M03,,1,1/10/2025 7:57,1,,ENTRY,,1783834191,,,,,,,
196,201,K02,,1,1/10/2025 7:57,,,,0,3066846607,0.00,0.00, , ,49,,
179,201,M04,,1,1/10/2025 7:57,1,,ENTRY,,E280110520007044A7D40AD1,,,3,WB2490L,,,
272,201,K01,202,1,1/10/2025 7:57,1,1,TNG,4.5,1174321071,4.50,158.20,,,,,
210,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E2806F122000DE023EB09FA7,4.50,201.62,3,JXF9633,,,
273,201,K01,203,1,1/10/2025 7:57,1,1,TNG,9.2,1150607247,9.20,19.09,,,,,
211,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E280110520007191A41009ED,4.50,582.47,3,JUF7619,,,
274,201,K01,,1,1/10/2025 7:57,,,,0,1810602159,0.00,0.00, , ,49,,
130,201,M02,,1,1/10/2025 7:57,1,,ENTRY,,4035288911,,,,,,,
212,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E2806F1220009E02423B1A4B,4.50,75.50,3,VPF8618,,,
213,201,K03,204,1,1/10/2025 7:57,1,1,RFID,13.5,E2806F122000B1024137ADBC,13.50,124.13,3,IM9636,,,
131,201,M02,,1,1/10/2025 7:57,1,,ENTRY,,3356991797,,,,,,,
214,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E280110520007B19CB0C0A55,4.50,75.50,3,SA8888V,,,
275,201,K01,202,1,1/10/2025 7:57,1,1,TNG,4.5,1810602159,4.50,6.06,,,,,
180,201,M04,,1,1/10/2025 7:57,1,,ENTRY,,E280110520007AC4F9AC0ACE,,,3,JWS7338,,,
215,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E280110520007A51E30B0A55,4.50,145.57,3,JSL6885,,,
276,201,K01,202,1,1/10/2025 7:57,1,1,TNG,4.5,1894082671,4.50,6.35,,,,,
216,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,E2003412012F0100062EE81C,4.50,273.97,3,JSN983,,,
219,201,M03,,1,1/10/2025 7:57,1,,ENTRY,,1764995983,,,,,,,
132,201,M02,,1,1/10/2025 7:58,1,,ENTRY,,3369854053,,,,,,,
181,201,M04,,1,1/10/2025 7:58,1,,ENTRY,,E280110520007B11E8D60ACC,,,3,JQX8177,,,
217,201,K03,204,1,1/10/2025 7:58,1,1,RFID,13.5,E2806F122000C4024120D745,13.50,171.22,3,WJL1117,,,
277,201,K01,203,1,1/10/2025 7:58,1,1,TNG,9.2,1884411023,9.20,13.42,,,,,
220,201,M03,,1,1/10/2025 7:58,1,,ENTRY,,1129355503,,,,,,,
182,201,M04,,1,1/10/2025 7:58,1,,ENTRY,,E2806F122000C5023E9BC51A,,,3,JWT4228,,,
278,201,K01,202,1,1/10/2025 7:58,2,2,TNG,6.8,4071813999,6.80,37.59,,,,,
218,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,E2806F1220005102424FC128,4.50,254.89,3,JMG8575,,,
202,201,M01,,1,1/10/2025 7:58,1,,ENTRY,,1006371247,,,,,,,
219,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,E28011052000734BE7790ACC,4.50,75.50,3,JPN6558,,,
279,201,K01,203,1,1/10/2025 7:58,4,0,TNG,4.6,3066846607,4.60,1.16,,,,,
221,201,M03,,1,1/10/2025 7:58,1,,ENTRY,,1849189455,,,,,,,
183,201,M04,,1,1/10/2025 7:58,1,,ENTRY,,E2806F12200023024120FCB5,,,3,JNA4267,,,
220,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,E2806F122000E4023E8528AE,4.50,101.10,3,RV3968,,,
197,201,K02,202,1,1/10/2025 7:58,1,1,ABTC,4.5,1022883151,4.50,75.50,,,,,
221,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,E2806F122000700242496187,4.50,330.69,3,UUM2211,,,
222,201,M03,,1,1/10/2025 7:58,1,,ENTRY,,1032818959,,,,,,,
184,201,M04,,1,1/10/2025 7:58,1,,ENTRY,,E2806F12200073023EB106F8,,,3,JVQ4872,,,
222,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,E28011052000724AE18A0A55,4.50,479.63,3,JMR688,,,
133,201,M02,,1,1/10/2025 7:58,1,,ENTRY,,1170382703,,,,,,,
280,201,K01,,1,1/10/2025 7:58,,,,0,2239501327,0.00,0.00, , ,49,,
203,201,M01,,1,1/10/2025 7:58,1,,ENTRY,,1158167791,,,,,,,
223,201,M03,,1,1/10/2025 7:58,1,,ENTRY,,1078113711,,,,,,,
185,201,M04,,1,1/10/2025 7:58,1,,ENTRY,,E28011052000755619C40A56,,,3,JLV8249,,,
134,201,M02,,1,1/10/2025 7:58,1,,ENTRY,,3147067087,,,,,,,
223,201,K03,202,1,1/10/2025 7:59,1,1,RFID,4.5,E2806F12200008023E98CA27,4.50,33.64,3,SYM7090,,,
281,201,K01,203,1,1/10/2025 7:59,1,1,TNG,9.2,2239501327,9.20,2.08,,,,,
204,201,M01,,1,1/10/2025 7:59,1,,ENTRY,,1174003599,,,,,,,
135,201,M02,,1,1/10/2025 7:59,1,,ENTRY,,1065851887,,,,,,,
198,201,K02,202,1,1/10/2025 7:59,2,2,TNG,6.8,1810685679,6.80,196.32,,,,,
186,201,M04,,1,1/10/2025 7:59,1,,ENTRY,,E280110520007751CCC80A55,,,3,JKH6399,,,
136,201,M02,,1,1/10/2025 7:59,1,,ENTRY,,1086841135,,,,,,,
282,201,K01,202,1,1/10/2025 7:59,1,1,TNG,4.5,4156438639,4.50,0.73,,,,,
199,201,K02,202,1,1/10/2025 7:59,1,1,TNG,4.5,1824082959,4.50,28.37,,,,,
224,201,M03,,1,1/10/2025 7:59,1,,ENTRY,,1616280399,,,,,,,
137,201,M02,,1,1/10/2025 7:59,1,,ENTRY,,1668808303,,,,,,,
225,201,M03,,1,1/10/2025 7:59,1,,ENTRY,,1871815279,,,,,,,
187,201,M04,,1,1/10/2025 7:59,1,,ENTRY,,E28011052000731BC8490A55,,,3,JTE34,,,
283,201,K01,202,1,1/10/2025 7:59,1,1,TNG,4.5,1810588239,4.50,257.07,,,,,
200,201,K02,,1,1/10/2025 7:59,,,,0,1332570895,0.00,0.00, , ,8,,
188,201,M04,,1,1/10/2025 7:59,1,,ENTRY,,E2806F122000BD02424F4B00,,,3,JXN5259,,,
284,201,K01,202,1,1/10/2025 7:59,1,1,TNG,4.5,1770385935,4.50,15.73,,,,,
201,201,K02,,1,1/10/2025 7:59,,,,0,1332570895,0.00,0.00, , ,7,  to ,
189,201,M04,,1,1/10/2025 7:59,1,,ENTRY,,E2801105200076D1C71C0A55,,,3,WQF5787,,,
202,201,K02,202,1,1/10/2025 7:59,1,1,TNG,4.5,1332570895,4.50,7.92,,,,,
