"Trx
 No",Plaza No (Exit),Lane No (Exit),"Entry
Plaza","Job
No","Transaction 
Date & Time",Trx,AVC,"Payment
Mode","Fare 
Amount
(RM)","Account
Type",Mfg No/Tag ID,Vehicle No,"Paid 
Amount
(RM)","Penalty
Code",Balance,Exceptional
395,202,K06,201,1,1/10/2025 9:44,1,1,RFID,4.5,3,E2806F12200006024121C2CF,JUK2333,4.5,,"1,161.98",
396,202,K06,203,1,1/10/2025 9:49,1,1,RFID,5.6,3,E2806F1220004802424453F8,WB7731E,5.6,,377.39,
397,202,K06,201,1,1/10/2025 9:50,1,1,RFID,4.5,3,E28011052000711AF9050ACE,JPU8816,4.5,,124.72,
398,202,K06,201,1,1/10/2025 9:50,1,1,RFID,4.5,3,E280110520007B4CC9E60A55,JWE1059,4.5,,214.01,
399,202,K06,203,1,1/10/2025 9:51,1,1,RFID,5.6,3,E280110520007783CAF10A55,JUS9049,5.6,,117.15,
400,202,K06,204,1,1/10/2025 9:51,1,1,RFID,9.9,3,E2806F1220003302424F86EC,JUR6633,9.9,,70.1,
401,202,K06,201,1,1/10/2025 9:51,1,1,RFID,4.5,3,E2806F12200093024244E894,JXV7175,4.5,,75.5,
402,202,K06,201,1,1/10/2025 9:52,1,1,RFID,4.5,3,E200341201330300086FC360,JSB9977,4.5,,100.43,
403,202,K06,201,1,1/10/2025 9:52,1,1,RFID,4.5,3,E280110520007314D65A09ED,JQD4080,4.5,,"1,091.16",
404,202,K06,201,1,1/10/2025 9:53,1,1,RFID,4.5,3,E2801105200072DEC4F20A55,JUU8532,4.5,,75.5,
405,202,K06,201,1,1/10/2025 9:53,1,1,RFID,4.5,3,E2806F122000B202423CD8B6,JRC58,4.5,,384.7,
406,202,K06,201,1,1/10/2025 9:54,1,1,RFID,4.5,3,E2806F1220008402423D9B67,JMC2883,4.5,,225.5,
407,202,K06,201,1,1/10/2025 9:57,1,1,RFID,4.5,3,E2C06A122000E2022CBF6353,SNM7554M,4.5,,302.07,
408,202,K06,201,1,1/10/2025 10:00,1,1,RFID,4.5,3,E2806F122000A00241311787,JPB1431,4.5,,75.5,
409,202,K06,201,1,1/10/2025 10:01,1,1,RFID,4.5,3,E2806F1220000E02423B22D3,JQG8311,4.5,,340.72,
410,202,K06,203,1,1/10/2025 10:01,1,1,RFID,5.6,3,E280110520007B46E3160A55,JRC3854,5.6,,63.65,
411,202,K06,203,1,1/10/2025 10:01,1,1,RFID,5.6,3,E2806F12200038023E857163,JXB7117,5.6,,92.94,
412,202,K06,201,1,1/10/2025 10:06,1,1,RFID,4.5,3,E2801105200072CD19B80A56,WB5530R,4.5,,78.35,
413,202,K06,201,1,1/10/2025 10:06,1,1,RFID,4.5,3,E2806F122000BB02422434C0,JYE6676,4.5,,140.16,
414,202,K06,201,1,1/10/2025 10:06,1,1,RFID,4.5,3,E28011052000704E3F6409A4,JSX6968,4.5,,86.54,
415,202,K06,201,1,1/10/2025 10:07,1,1,RFID,4.5,3,E2801105200077140C080A5A,VHF978,4.5,,33.59,
416,202,K06,201,1,1/10/2025 10:07,1,1,RFID,4.5,3,E2806F1220003C024243EDDD,JRA69,4.5,,105.36,
417,202,K06,201,1,1/10/2025 10:07,1,1,RFID,4.5,3,E28011052000735BCB0A0A55,JFT8576,4.5,,224.71,
418,202,K06,204,1,1/10/2025 10:09,1,1,RFID,9.9,3,E2806F122000EF02413AC91D,WTW2377,9.9,,81.07,
419,202,K06,201,1,1/10/2025 10:10,1,1,RFID,4.5,3,E2806F122000FF02413AB9F9,JXG8187,4.5,,84.42,
420,202,K06,201,1,1/10/2025 10:10,1,1,RFID,4.5,3,E280110520007B8EB8CC0AD1,WEA9358,4.5,,41.5,
421,202,K06,201,1,1/10/2025 10:11,1,1,RFID,4.5,3,E280110520007194E74D09ED,JMH938,4.5,,140.6,
422,202,K06,201,1,1/10/2025 10:11,1,1,RFID,4.5,3,E2806F12200009023EB0CCEA,JRS6139,4.5,,576.68,
423,202,K06,201,1,1/10/2025 10:11,1,1,RFID,4.5,3,E280110520007A9CE1200A55,JML1113,4.5,,102.58,
424,202,K06,201,1,1/10/2025 10:12,1,1,RFID,4.5,3,E28011052000755D0BDA0A5A,JWA8088,4.5,,"2,666.21",
425,202,K06,201,1,1/10/2025 10:14,1,1,RFID,4.5,3,E2801105200075149D8D0A1C,JSG595,4.5,,82.16,
426,202,K06,201,1,1/10/2025 10:15,1,1,RFID,4.5,3,E2806F122000B902423D47C1,JXN80,4.5,,911.26,
427,202,K06,201,1,1/10/2025 10:17,1,1,RFID,4.5,3,E28011052000730DE16C0A55,JPW5755,4.5,,63.7,
428,202,K06,204,1,1/10/2025 10:18,1,1,RFID,9.9,3,E2806F122000CC0241226D9A,JRT8788,9.9,,41.05,
429,202,K06,204,1,1/10/2025 10:19,1,1,RFID,9.9,3,E28011052000784DE81A0ACC,QAB6669E,9.9,,70.1,
430,202,K06,201,1,1/10/2025 10:20,1,1,RFID,4.5,3,E2806F122000F402424AE2D6,WYQ4822,4.5,,75.5,
431,202,K06,201,1,1/10/2025 10:21,1,1,RFID,4.5,3,E2801105200076CCC57A0A55,KEM9433,4.5,,75.5,
432,202,K06,201,1,1/10/2025 10:21,1,1,RFID,4.5,3,E2806F12200007024249B1A8,JYF7651,4.5,,10.44,
433,202,K06,204,1,1/10/2025 10:21,1,1,RFID,9.9,3,E2C06A12200014022CC0720E,SLV331L,9.9,,15.17,
434,202,K06,201,1,1/10/2025 10:23,1,1,RFID,4.5,3,E280110520007111E8540ACC,WUE3091,4.5,,75.5,
435,202,K06,204,1,1/10/2025 10:25,1,1,RFID,9.9,3,E2806F12200099023E9C7D96,VN4388,9.9,,149.09,
436,202,K06,203,1,1/10/2025 10:27,1,1,RFID,5.6,3,E28011052000785149190AE3,JLN7997,5.6,,74.4,
437,202,K06,201,1,1/10/2025 10:27,1,1,RFID,4.5,3,E280110520007591C87E0A55,JUD4757,4.5,,75.5,
438,202,K06,201,1,1/10/2025 10:28,1,1,RFID,4.5,3,E2801105200078559D8E0A1C,GT5959,4.5,,226.2,
439,202,K06,201,1,1/10/2025 10:29,1,1,RFID,4.5,3,E2806F122000DE02424E3C98,JTK8353,4.5,,"1,261.60",
440,202,K06,204,1,1/10/2025 10:30,1,1,RFID,9.9,3,E280110520007345E2080A55,JTR5672,9.9,,86.12,
441,202,K06,203,1,1/10/2025 10:31,1,1,RFID,5.6,3,E280110520007A8DF5ED0AD3,VGT7774,5.6,,36.43,
442,202,K06,201,1,1/10/2025 10:32,1,1,RFID,4.5,3,E2806F122000E402422462CF,JUK6635,4.5,,"2,967.16",
443,202,K06,201,1,1/10/2025 10:33,1,1,RFID,4.5,3,E28011052000768DC54E0A55,VFM151,4.5,,392.1,
444,202,K06,204,1,1/10/2025 10:35,1,1,RFID,9.9,3,E28011052000711CE1760A55,JWG4947,9.9,,70.1,
445,202,K06,201,1,1/10/2025 10:35,1,1,RFID,4.5,3,E2806F122000F102424F8F27,JRV6378,4.5,,168.5,
446,202,K06,204,1,1/10/2025 10:35,1,1,RFID,9.9,3,E2806F122000AD024244290D,JXR7151,9.9,,367.73,
447,202,K06,201,1,1/10/2025 10:36,1,1,RFID,4.5,3,E280110520007B59F9F40ACE,JVP6322,4.5,,210.92,
448,202,K06,201,1,1/10/2025 10:37,1,1,RFID,4.5,3,E280110520007A59E8CE0ACC,JRS8955,4.5,,75.5,
449,202,K06,201,1,1/10/2025 10:40,1,1,RFID,4.5,3,E2806F122000EC0241514D86,JQM5707,4.5,,75.5,
450,202,K06,201,1,1/10/2025 10:41,1,1,RFID,4.5,3,E2806F1220003302413AB622,JDA2222,4.5,,776.16,
451,202,K06,203,1,1/10/2025 10:41,1,1,RFID,5.6,3,E28011052000748BE2B90A55,JSY8680,5.6,,74.4,
452,202,K06,201,1,1/10/2025 10:41,1,1,RFID,4.5,3,E2806F12200016023E98A695,JNR8241,4.5,,93.75,
453,202,K06,201,1,1/10/2025 10:42,1,1,RFID,4.5,3,E28011052000754EE3170A55,JWK4396,4.5,,993.67,
454,202,K06,201,1,1/10/2025 10:42,1,1,RFID,4.5,3,E2801105200072CE72A00ADF,JWN838,4.5,,886.35,
455,202,K06,201,1,1/10/2025 10:42,1,1,RFID,4.5,3,E2806F122000280241223B72,JQE600,4.5,,"12,500.36",
456,202,K06,201,1,1/10/2025 10:44,1,1,RFID,4.5,3,E2806F122000BC023E85E661,JWV901,4.5,,75.5,
457,202,K06,201,1,1/10/2025 10:44,1,1,RFID,4.5,3,E2806F122000B80241310285,SMQ6827,4.5,,96.24,
458,202,K06,203,1,1/10/2025 10:45,1,1,RFID,5.6,3,E28011052000794AE10F0A55,JTM1696,5.6,,94.4,
459,202,K06,201,1,1/10/2025 10:45,1,1,RFID,4.5,3,E2806F122000A00241209B68,QCT262,4.5,,75.5,
460,202,K06,201,1,1/10/2025 10:45,1,1,RFID,4.5,3,E28011052000735EE97B0ACC,VMX5382,4.5,,208.17,
461,202,K06,201,1,1/10/2025 10:47,1,1,RFID,4.5,3,E2806F122000EF023E9BD940,JSH2079,4.5,,75.5,
462,202,K06,201,1,1/10/2025 10:49,1,1,RFID,4.5,3,E280110520007A54E9620ACC,JMA8833,4.5,,"3,895.58",
463,202,K06,204,1,1/10/2025 10:50,1,1,RFID,9.9,3,E28011052000734EC4DC0A55,PPN3924,9.9,,157.12,
464,202,K06,201,1,1/10/2025 10:53,1,1,RFID,4.5,3,E2806F122000EC0242443257,JND5007,4.5,,73.32,
465,202,K06,203,1,1/10/2025 10:53,1,1,RFID,5.6,3,E280110520007A9949150AE3,QCR3857,5.6,,99.34,
466,202,K06,201,1,1/10/2025 10:54,1,1,RFID,4.5,3,E2806F122000A5023EB0F510,CFA600,4.5,,"12,495.86",
467,202,K06,201,1,1/10/2025 10:55,1,1,RFID,4.5,3,E2806F122000D5024150BC9B,VNL1210,4.5,,246.67,
468,202,K06,204,1,1/10/2025 10:55,1,1,RFID,9.9,3,E280110520007851E89F0ACC,JSQ75,9.9,,70.1,
469,202,K06,201,1,1/10/2025 10:55,1,1,RFID,4.5,3,E28011052000744BF5E90AD3,JWG1177,4.5,,114.47,
470,202,K06,201,1,1/10/2025 10:57,1,1,RFID,4.5,3,E280110520007B15C8890A55,JJN3308,4.5,,31.69,
471,202,K06,201,1,1/10/2025 10:57,1,1,RFID,4.5,3,E2806F1220007D023E994916,WEL1117,4.5,,50.21,
472,202,K06,201,1,1/10/2025 10:59,1,1,RFID,4.5,3,E2C06A12200013022CBC1C5C,SML6672D,4.5,,89.16,
473,202,K06,204,1,1/10/2025 10:59,1,1,RFID,9.9,3,E2801105200072CBE7900ACC,JVQ9269,9.9,,158.55,
474,202,K06,201,1,1/10/2025 11:01,1,1,RFID,4.5,3,E2806F1220001702423DADB9,NBU7568,4.5,,75.5,
475,202,K06,204,1,1/10/2025 11:04,1,1,RFID,9.9,3,E280110520007A4ED58109ED,JRU5129,9.9,,74.94,
476,202,K06,201,1,1/10/2025 11:04,1,1,RFID,4.5,3,E28011052000784D0BDC0A5A,JRR398,4.5,,75.5,
477,202,K06,204,1,1/10/2025 11:06,1,1,RFID,9.9,3,E2C06A122000B7022CB9A897,SFE33H,9.9,,31.88,
478,202,K06,203,1,1/10/2025 11:07,1,1,RFID,5.6,3,E280110520007552E9C50ACC,VLA3331,5.6,,"2,528.93",
479,202,K06,201,1,1/10/2025 11:07,1,1,RFID,4.5,3,E280110520007799F6100AD3,VGP9673,4.5,,75.5,
480,202,K06,201,1,1/10/2025 11:07,1,1,RFID,4.5,3,E280110520007919E90C0ACC,QLE5513,4.5,,488.68,
481,202,K06,201,1,1/10/2025 11:07,1,1,RFID,4.5,3,E2806F122000230242445CC0,JSL2929,4.5,,780.57,
482,202,K06,203,1,1/10/2025 11:09,1,1,RFID,5.6,3,E2806F122000B0024133AF3F,JXL9089,5.6,,74.4,
484,202,K06,201,1,1/10/2025 11:10,1,1,RFID,4.5,3,E28011052000730EC9F60A55,RS67,4.5,,140.16,
485,202,K06,204,1,1/10/2025 11:12,1,1,RFID,9.9,3,E28011052000788CC9F90A55,VBA3501,9.9,,134.26,
486,202,K06,204,1,1/10/2025 11:12,1,1,RFID,9.9,3,E28011052000758AC67E0A55,JRW7249,9.9,,33.03,
487,202,K06,201,1,1/10/2025 11:12,1,1,RFID,4.5,3,E2806F1220008D0242249980,JSD7679,4.5,,151.05,
488,202,K06,204,1,1/10/2025 11:13,1,1,RFID,9.9,3,E280110520007641B8E80AD1,JVS921,9.9,,714.72,
489,202,K06,203,1,1/10/2025 11:15,1,1,RFID,5.6,3,E2801105200072D3E2A60A55,JWH8562,5.6,,74.4,
490,202,K06,201,1,1/10/2025 11:15,1,1,RFID,4.5,3,E2003412012C20000024FB54,JVB44,4.5,,75.5,
492,202,K06,204,1,1/10/2025 11:17,1,1,RFID,9.9,3,E280110520007706CD670A55,JWP9335,9.9,,70.1,
494,202,K06,204,1,1/10/2025 11:18,1,1,RFID,9.9,3,E28011052000745DE8BE0ACC,SNC19X,9.9,05 - No entry info,344.45,
495,202,K06,201,1,1/10/2025 11:20,1,1,RFID,4.5,3,E280110520007311E85C0ACC,VJF7808,4.5,,273.09,
496,202,K06,201,1,1/10/2025 11:20,1,1,RFID,4.5,3,E28011052000731EF6620AD3,JQP5522,4.5,,75.5,
497,202,K06,201,1,1/10/2025 11:20,1,1,RFID,4.5,3,E28011052000788C9D480A1C,VES2552,4.5,,205.62,
498,202,K06,201,1,1/10/2025 11:21,1,1,RFID,4.5,3,E28011052000728BF97E0ACE,VLD5850,4.5,,289.87,
499,202,K06,201,1,1/10/2025 11:22,1,1,RFID,4.5,3,E28011052000790EE8C50ACC,JTF32,4.5,,75.5,
500,202,K06,201,1,1/10/2025 11:24,1,1,RFID,4.5,3,E280110520007799E8A30ACC,JPR312,4.5,,204.78,
501,202,K06,201,1,1/10/2025 11:24,1,1,RFID,4.5,3,E2806F12200032024132B55A,WXM5408,4.5,,164.32,
502,202,K06,201,1,1/10/2025 11:25,1,1,RFID,4.5,3,E280110520007B01E7BB0ACC,PLM5832,4.5,,484.59,
503,202,K06,201,1,1/10/2025 11:25,1,1,RFID,4.5,3,E2806F1220001E02424ABB11,JFL916,4.5,,118.74,
504,202,K06,201,1,1/10/2025 11:26,1,1,RFID,4.5,3,E2806F122000E7024243DC0E,VMQ5585,4.5,,75.5,
505,202,K06,203,1,1/10/2025 11:28,1,1,RFID,5.6,3,E2806F122000E602412216F2,JWY8638,5.6,,758,
506,202,K06,201,1,1/10/2025 11:28,1,1,RFID,4.5,3,E280110520007046F4500ACE,KEW2218,4.5,,75.8,
507,202,K06,204,1,1/10/2025 11:29,1,1,RFID,9.9,3,E2806F122000FA024249CD26,JAV3,9.9,,"10,854.94",
508,202,K06,204,1,1/10/2025 11:32,1,1,RFID,9.9,3,E28011052000744DC9930A55,JVG9839,9.9,,311.05,
509,202,K06,201,1,1/10/2025 11:33,1,1,RFID,4.5,3,E2806F1220000F02415137AB,JXD693,4.5,,79.73,
510,202,K06,201,1,1/10/2025 11:33,1,1,RFID,4.5,3,E2C06A12200078022CBF8A9D,SLW4760A,4.5,,161.23,
511,202,K06,203,1,1/10/2025 11:34,1,1,RFID,5.6,3,E2806F12200076024121E724,KFU8804,5.6,,74.4,
512,202,K06,203,1,1/10/2025 11:35,1,1,RFID,5.6,3,E2806F122000F9024224AB63,MDW3396,5.6,,478.37,
513,202,K06,201,1,1/10/2025 11:36,1,1,RFID,4.5,3,E2806F1220002F02423B1BC4,NEG27,4.5,,547.16,
514,202,K06,201,1,1/10/2025 11:36,1,1,RFID,4.5,3,E280110520007702E13B0A55,JRN7056,4.5,,105.3,
515,202,K06,201,1,1/10/2025 11:37,1,1,RFID,4.5,3,E280110520007303E1860A55,VEN3386,4.5,,50.8,
516,202,K06,204,1,1/10/2025 11:37,1,1,RFID,9.9,3,E280110520007316E3000A55,JUR4182,9.9,,16.19,
517,202,K06,201,1,1/10/2025 11:38,1,1,RFID,4.5,3,E280110520007494728C0ADF,JWD1331,4.5,,240.43,
518,202,K06,201,1,1/10/2025 11:38,1,1,RFID,4.5,3,E2806F122000DF02413B4779,JNN8888,4.5,,"3,101.62",
519,202,K06,201,1,1/10/2025 11:39,1,1,RFID,4.5,3,E28011052000715BC53B0A55,JUE8180,4.5,,4.3,
520,202,K06,201,1,1/10/2025 11:40,1,1,RFID,4.5,3,E2806F12200009023E84E8BB,NEC681,4.5,,90.77,
521,202,K06,201,1,1/10/2025 11:43,1,1,RFID,4.5,3,E2806F122000F102423B7A14,JXX9488,4.5,,75.5,
522,202,K06,201,1,1/10/2025 11:44,1,1,RFID,4.5,3,E28011052000739DCA510A55,WQA4287,4.5,,"1,401.80",
523,202,K06,201,1,1/10/2025 11:44,1,1,RFID,4.5,3,E280110520007A4EC4E70A55,JUB5100,4.5,,103.17,
524,202,K06,204,1,1/10/2025 11:44,1,1,RFID,9.9,3,E2806F1220008502412137E5,Y6566,9.9,,70.1,
525,202,K06,201,1,1/10/2025 11:46,1,1,RFID,4.5,3,E2806F122000700242246EB6,JSB9188,4.5,,537.22,
526,202,K06,201,1,1/10/2025 11:47,1,1,RFID,4.5,3,E2806F1220005602413AD309,JXS1902,4.5,,206.31,
527,202,K06,201,1,1/10/2025 11:47,1,1,RFID,4.5,3,E280110520007AC4C8990A55,MBA4664,4.5,,132.31,
528,202,K06,201,1,1/10/2025 11:47,1,1,RFID,4.5,3,E280110520007593FA3A0ACE,JSV8870,4.5,,279.83,
529,202,K06,201,1,1/10/2025 11:48,1,1,RFID,4.5,3,E2806F122000430241213475,WB9901Y,4.5,,120.22,
530,202,K06,201,1,1/10/2025 11:49,1,1,RFID,4.5,3,E2806F122000A6023E8598C0,VMH4678,4.5,,6.36,
531,202,K06,204,1,1/10/2025 11:51,1,1,RFID,9.9,3,E2801105200077520AF10A5A,WA4077C,9.9,,150.16,
532,202,K06,201,1,1/10/2025 11:52,1,1,RFID,4.5,3,E28011052000710C4AB30993,JTL295,4.5,,40.94,
533,202,K06,201,1,1/10/2025 11:53,1,1,RFID,4.5,3,E28011052000771AE8A30ACC,NDS5389,4.5,,177.93,
534,202,K06,201,1,1/10/2025 11:53,1,1,RFID,4.5,3,E280110520007893C88F0A55,JUU7219,4.5,,149.22,
535,202,K06,201,1,1/10/2025 11:54,1,1,RFID,4.5,3,E280110520007883B8E90AD1,JSK6,4.5,,"1,236.00",
536,202,K06,201,1,1/10/2025 11:55,1,1,RFID,4.5,3,E28011052000735BE89B0ACC,JUA2357,4.5,,87.77,
537,202,K06,201,1,1/10/2025 11:56,1,1,RFID,4.5,3,E28011052000708B43B7097F,JTH3986,4.5,,172.29,
538,202,K06,203,1,1/10/2025 11:57,1,1,RFID,5.6,3,E2806F1220000D023EB0FE19,JRP3938,5.6,,838.11,
539,202,K06,201,1,1/10/2025 11:57,1,1,RFID,4.5,3,E2806F122000D4023E989CC7,VMH6009,4.5,,98.28,
540,202,K06,204,1,1/10/2025 12:01,1,1,RFID,9.9,3,E2806F12200043024224B709,JQP8699,9.9,,18.84,
541,202,K06,203,1,1/10/2025 12:01,1,1,RFID,5.6,3,E280110520007496C9DB0A55,JSE4727,5.6,,24.64,
542,202,K06,204,1,1/10/2025 12:01,1,1,RFID,9.9,3,E280110520007502E9260ACC,JUM6994,9.9,,93.65,
543,202,K06,204,1,1/10/2025 12:01,1,1,RFID,9.9,3,E280110520007B91E1BC0A55,VBE8285,9.9,,239.04,
544,202,K06,203,1,1/10/2025 12:02,1,1,RFID,5.6,3,E2806F12200074024132C00C,V3860,5.6,,74.4,
545,202,K06,203,1,1/10/2025 12:03,1,1,RFID,5.6,3,E2801105200078C2F9510ACE,JWE6221,5.6,,74.4,
546,202,K06,204,1,1/10/2025 12:03,1,1,RFID,9.9,3,E28011052000739B43BF097F,JRF5263,9.9,,20.71,
547,202,K06,201,1,1/10/2025 12:04,1,1,RFID,4.5,3,E2806F1220008E02413AB306,NDW6678,4.5,,175.55,
548,202,K06,203,1,1/10/2025 12:04,1,1,RFID,5.6,3,E2806F122000930241506689,VMW266,5.6,,21.63,
549,202,K06,201,1,1/10/2025 12:04,1,1,RFID,4.5,3,E2806F1220002102423D9000,JXU788,4.5,,"2,269.58",
550,202,K06,203,1,1/10/2025 12:05,1,1,RFID,5.6,3,E2806F122000FB02424DF820,VFG8664,5.6,,"3,024.06",
551,202,K06,204,1,1/10/2025 12:06,1,1,RFID,9.9,3,E280110520007313E86D0ACC,VE3232,9.9,,70.1,
552,202,K06,   ,1,1/10/2025 12:07,1,1,RFID,9.9,3,E2806F12200097023E9C01E7,AKA3155,9.9,05 - No entry info,968.21,
553,202,K06,203,1,1/10/2025 12:08,1,1,RFID,5.6,3,E2801105200076949D290A1C,VGT7843,5.6,,287.76,
554,202,K06,201,1,1/10/2025 12:08,1,1,RFID,4.5,3,E280110520007142F67C0AD3,JRM232,4.5,,235.74,
555,202,K06,204,1,1/10/2025 12:09,1,1,RFID,9.9,3,E2806F1220003302424AA356,JSJ8989,9.9,,81.9,
556,202,K06,204,1,1/10/2025 12:10,1,1,RFID,9.9,3,E2C06A122000AC022CBFF26D,SNV2809P,9.9,,382.81,
557,202,K06,201,1,1/10/2025 12:10,1,1,RFID,4.5,3,E280110520007059F9FC0ACE,JUT8510,4.5,,75.5,
558,202,K06,201,1,1/10/2025 12:11,1,1,RFID,4.5,3,E280110520007792C6880A55,JQN7494,4.5,,185.34,
559,202,K06,201,1,1/10/2025 12:11,1,1,RFID,4.5,3,E2806F1220000D024150E22E,JWU9329,4.5,,160.98,
560,202,K06,201,1,1/10/2025 12:11,1,1,RFID,4.5,3,E280110520007A94FA230ACE,JVV5339,4.5,,108.05,
561,202,K06,203,1,1/10/2025 12:11,1,1,RFID,5.6,3,E2806F1220009702423D8BC8,ANX9596,5.6,,0.07,
562,202,K06,201,1,1/10/2025 12:11,1,1,RFID,4.5,3,E280110520007093E92D0ACC,WXJ5229,4.5,,75.5,
563,202,K06,201,1,1/10/2025 12:11,1,1,RFID,4.5,3,E2806F12200044023E98E791,JWH5616,4.5,,648.82,
564,202,K06,201,1,1/10/2025 12:13,1,1,RFID,4.5,3,E280110520007346F5E60AD3,JLC338,4.5,,24.16,
565,202,K06,201,1,1/10/2025 12:13,1,1,RFID,4.5,3,E2806F122000CE023EB0354B,JRF242,4.5,,32.18,
566,202,K06,201,1,1/10/2025 12:13,1,1,RFID,4.5,3,E2806F1220000402412131AD,VFR1552,4.5,,829.88,
567,202,K06,201,1,1/10/2025 12:14,1,1,RFID,4.5,3,E2003412012F200000248DB6,JVE7939,4.5,,109.74,
568,202,K06,204,1,1/10/2025 12:15,1,1,RFID,9.9,3,E28011052000714EE7680ACC,JFP1688,9.9,,29.92,
569,202,K06,201,1,1/10/2025 12:15,1,1,RFID,4.5,3,E2806F12200092024224E9BF,VFE7880,4.5,,75.5,
570,202,K06,201,1,1/10/2025 12:17,1,1,RFID,4.5,3,E2806F1220009F024137ED18,TCD7688,4.5,,454.26,
571,202,K06,203,1,1/10/2025 12:17,1,1,RFID,5.6,3,E280110520007849E17B0A55,BJN8277,5.6,,787.38,
572,202,K06,201,1,1/10/2025 12:18,1,1,RFID,4.5,3,E2806F1220007402424E5A20,JUE7993,4.5,,64.8,
573,202,K06,201,1,1/10/2025 12:18,1,1,RFID,4.5,3,E2806F122000AD0241209908,PRP1811,4.5,,123.24,
574,202,K06,201,1,1/10/2025 12:19,1,1,RFID,4.5,3,E28011052000788CC9F70A55,PMC8450,4.5,,13.32,
575,202,K06,201,1,1/10/2025 12:21,1,1,RFID,4.5,3,E280110520007AD2F8EE0ACE,JWK306,4.5,,272.88,
576,202,K06,201,1,1/10/2025 12:21,1,1,RFID,4.5,3,E28011052000708ED65809ED,JRF7127,4.5,,170.9,
577,202,K06,203,1,1/10/2025 12:21,1,1,RFID,5.6,3,E280110520007344F9320ACE,JKG6389,5.6,,324.65,
578,202,K06,203,1,1/10/2025 12:21,1,1,RFID,5.6,3,E2806F1220000A02413085E8,JXL8361,5.6,,74.4,
579,202,K06,201,1,1/10/2025 12:23,1,1,RFID,4.5,3,E2806F12200065024150B0EE,VAH6485,4.5,,75.5,
580,202,K06,204,1,1/10/2025 12:25,1,1,RFID,9.9,3,E2C06A122000F2022CBEAC96,SLN3247U,9.9,,168.05,
581,202,K06,201,1,1/10/2025 12:27,1,1,RFID,4.5,3,E280110520007795E7B80ACC,JWB8419,4.5,,75.5,
582,202,K06,204,1,1/10/2025 12:28,1,1,RFID,9.9,3,E28011052000751519BF0A56,VBQ4072,9.9,,31.13,
583,202,K06,201,1,1/10/2025 12:28,1,1,RFID,4.5,3,E2806F122000BB02424F578C,FG7176,4.5,,75.5,
584,202,K06,204,1,1/10/2025 12:29,1,1,RFID,9.9,3,E2806F122000E2024223D77E,JTU4092,9.9,,907.06,
585,202,K06,201,1,1/10/2025 12:30,1,1,RFID,4.5,3,E2806F12200033024223C808,JVL7575,4.5,,"1,349.50",
586,202,K06,201,1,1/10/2025 12:31,1,1,RFID,4.5,3,E280110520007845C8D00A55,JVN2018,4.5,,35.37,
587,202,K06,204,1,1/10/2025 12:32,1,1,RFID,9.9,3,E2003412013320000024B46E,VC8671,9.9,,287.87,
588,202,K06,201,1,1/10/2025 12:34,1,1,RFID,4.5,3,E2806F122000FA023E85B8E6,JXC8486,4.5,,275.59,
589,202,K06,204,1,1/10/2025 12:35,1,1,RFID,9.9,3,E2806F1220006B0241317650,CDG6911,9.9,,102.5,
590,202,K06,201,1,1/10/2025 12:35,1,1,RFID,4.5,3,E2806F12200073023EB0E358,JVX4185,4.5,,75.5,
591,202,K06,201,1,1/10/2025 12:35,1,1,RFID,4.5,3,E20034120133200000253BE4,JVS8009,4.5,,136.42,
592,202,K06,204,1,1/10/2025 12:36,1,1,RFID,9.9,3,E28011052000759AB8DA0AD1,JVR4555,9.9,,70.1,
593,202,K06,201,1,1/10/2025 12:36,1,1,RFID,4.5,3,E28011052000785D49620AE3,JVE8333,4.5,,404.44,
594,202,K06,201,1,1/10/2025 12:37,1,1,RFID,4.5,3,E2806F12200065024224BB94,JQK8963,4.5,,"2,110.12",
595,202,K06,201,1,1/10/2025 12:37,1,1,RFID,4.5,3,E28011052000764EE1B80A55,JVW6693,4.5,,24.64,
596,202,K06,201,1,1/10/2025 12:37,1,1,RFID,4.5,3,E280110520007A8EF9280ACE,JNT6,4.5,,80.34,
597,202,K06,201,1,1/10/2025 12:37,1,1,RFID,4.5,3,E28011052000789473B90ADF,JTH3311,4.5,,"2,142.08",
598,202,K06,201,1,1/10/2025 12:38,1,1,RFID,4.5,3,E2806F122000130241313241,JVG6196,4.5,,75.5,
599,202,K06,204,1,1/10/2025 12:38,1,1,RFID,9.9,3,E2801105200078D1E15B0A55,WKV1818,9.9,,507.55,
600,202,K06,201,1,1/10/2025 12:38,1,1,RFID,4.5,3,E2806F1220001002412D9FCC,JXF6901,4.5,,55.36,
601,202,K06,201,1,1/10/2025 12:39,1,1,RFID,4.5,3,E280110520007445E9160ACC,ALK68,4.5,,"1,188.14",
602,202,K06,204,1,1/10/2025 12:41,1,1,RFID,9.9,3,E280110520007A45E7BB0ACC,BKF624,9.9,,345.29,
603,202,K06,201,1,1/10/2025 12:41,1,1,RFID,4.5,3,E28011052000739AE1DE0A55,JUF5285,4.5,,265.44,
604,202,K06,204,1,1/10/2025 12:43,1,1,RFID,9.9,3,E280110520007B55E8120ACC,JSA111,9.9,,25.06,
605,202,K06,201,1,1/10/2025 12:43,1,1,RFID,4.5,3,E2806F1220003802412D0E89,G3099,4.5,,"1,873.56",
606,202,K06,201,1,1/10/2025 12:43,1,1,RFID,4.5,3,E280110520007083F5EC0AD3,AMJ508,4.5,,75.5,
